session_id,user_id,tool_id,session_date,duration_min
S03794,U0759,T01,2025-06-12,163
S03795,U2494,T10,2024-10-25,141
S03796,U1957,T07,2024-04-29,92
S03797,U1869,T08,2023-01-05,56
S03798,U2004,T09,2023-09-01,50
S03799,U1298,T08,2023-10-24,30
S03800,U2095,T09,2025-02-28,159
S03801,U2159,T07,2023-12-05,69
S03802,U0081,T02,2023-08-17,11
S03803,U0999,T01,2026-01-03,64
S03804,U1617,T06,2026-02-28,84
S03805,U1233,T02,2023-01-17,133
S03806,U0677,T03,2023-12-03,82
S03807,U2257,T08,2025-09-24,158
S03808,U2454,T04,2023-04-25,112
S03809,U2285,T05,2024-09-25,54
S03810,U0058,T05,2023-09-18,131
S03811,U1183,T06,2023-07-27,94
S03812,U0824,T06,2025-09-14,47
S03813,U1991,T06,2024-12-06,26
S03814,U2486,T04,2024-10-12,69
S03815,U1211,T06,2025-05-16,157
S03816,U0290,T03,2024-01-16,152
S03817,U2475,T02,2024-04-14,110
S03818,U2093,T05,2026-02-08,142
S03819,U1354,T10,2025-08-02,62
S03820,U0197,T04,2024-10-29,78
S03821,U1471,T06,2023-09-08,8
S03822,U1814,T08,2025-12-18,124
S03823,U2424,T06,2025-03-31,44
S03824,U2294,T06,2025-05-02,68
S03825,U0147,T06,2026-04-15,163
S03826,U0388,T09,2026-04-08,46
S03827,U0882,T09,2025-12-26,105
S03828,U1356,T03,2023-10-22,49
S03829,U1103,T03,2026-03-25,21
S03830,U0960,T07,2023-04-14,108
S03831,U1116,T02,2025-06-20,167
S03832,U1278,T08,2024-09-20,147
S03833,U0974,T04,2023-04-10,159
S03834,U0130,T10,2025-10-21,175
S03835,U2444,T02,2025-09-30,171
S03836,U0874,T08,2023-01-15,167
S03837,U1420,T06,2023-01-23,21
S03838,U0064,T10,2025-10-17,120
S03839,U1379,T10,2025-06-10,122
S03840,U2429,T04,2024-08-30,56
S03841,U1766,T03,2026-03-24,108
S03842,U1321,T03,2023-11-16,124
S03843,U2083,T02,2023-10-27,12
S03844,U0448,T01,2025-08-18,82
S03845,U2099,T10,2024-05-04,137
S03846,U1300,T05,2023-07-06,158
S03847,U0021,T10,2024-05-05,131
S03848,U1369,T04,2023-02-12,62
S03849,U0646,T10,2023-11-10,102
S03850,U1741,T07,2025-01-30,144
S03851,U2362,T05,2023-08-05,58
S03852,U0467,T01,2025-03-05,113
S03853,U1083,T10,2024-08-06,152
S03854,U0140,T10,2026-01-15,36
S03855,U1321,T03,2026-03-20,177
S03856,U0990,T05,2024-07-20,15
S03857,U1360,T01,2026-02-02,89
S03858,U0025,T03,2023-08-21,47
S03859,U0691,T06,2023-01-03,84
S03860,U2484,T10,2025-07-17,166
S03861,U1722,T05,2025-11-24,124
S03862,U1447,T01,2024-01-14,86
S03863,U0802,T10,2025-03-08,119
S03864,U1844,T06,2024-07-12,97
S03865,U2142,T04,2025-12-30,58
S03866,U2021,T05,2024-01-18,177
S03867,U2396,T09,2026-02-26,154
S03868,U1709,T09,2024-04-06,108
S03869,U0404,T01,2023-08-03,67
S03870,U1012,T03,2025-06-03,86
S03871,U2041,T06,2023-11-06,167
S03872,U0358,T01,2023-06-07,54
S03873,U2284,T01,2024-04-12,41
S03874,U0986,T05,2023-08-30,36
S03875,U0465,T05,2024-11-25,99
S03876,U2331,T04,2024-02-20,87
S03877,U0852,T05,2025-09-10,59
S03878,U2355,T05,2025-01-28,133
S03879,U0731,T06,2023-08-31,145
S03880,U0835,T02,2025-09-16,85
S03881,U0246,T06,2025-11-11,122
S03882,U0755,T05,2025-11-17,90
S03883,U1116,T03,2023-04-10,24
S03884,U0904,T06,2024-07-18,102
S03885,U1592,T08,2025-12-26,152
S03886,U1855,T09,2023-09-26,174
S03887,U0866,T02,2023-08-27,150
S03888,U1832,T09,2025-10-19,106
S03889,U0619,T09,2024-02-09,15
S03890,U2148,T02,2024-06-18,141
S03891,U1438,T02,2024-09-20,25
S03892,U0343,T03,2025-09-19,132
S03893,U1768,T03,2023-04-13,54
S03894,U0961,T09,2024-11-28,145
S03895,U2201,T08,2024-04-21,9
S03896,U1418,T01,2023-12-23,81
S03897,U0631,T05,2024-07-20,138
S03898,U1864,T06,2025-03-22,109
S03899,U0286,T03,2025-08-01,57
S03900,U1154,T01,2025-11-15,135
S03901,U0960,T03,2025-01-29,108
S03902,U1764,T03,2024-11-16,111
S03903,U1104,T07,2024-04-06,89
S03904,U0774,T08,2025-05-26,97
S03905,U0198,T04,2024-04-04,58
S03906,U1727,T07,2023-11-08,104
S03907,U0279,T05,2026-01-25,106
S03908,U0270,T06,2023-02-22,92
S03909,U1573,T05,2023-04-25,161
S03910,U0997,T01,2024-08-15,136
S03911,U1472,T09,2025-04-28,161
S03912,U1736,T06,2023-11-17,121
S03913,U0998,T05,2025-06-28,148
S03914,U0062,T10,2025-10-04,126
S03915,U0406,T07,2025-07-31,105
S03916,U0303,T01,2024-01-03,103
S03917,U0235,T09,2025-10-22,33
S03918,U1716,T10,2024-11-10,46
S03919,U1371,T04,2023-10-15,124
S03920,U1511,T09,2025-08-13,5
S03921,U1118,T10,2024-04-04,34
S03922,U1481,T02,2026-04-05,79
S03923,U0922,T01,2024-12-14,144
S03924,U2398,T10,2024-01-04,141
S03925,U1672,T07,2024-05-25,132
S03926,U1881,T06,2023-10-25,119
S03927,U2384,T01,2024-12-07,67
S03928,U2313,T01,2023-09-27,6
S03929,U0527,T02,2024-11-16,93
S03930,U1216,T07,2023-11-17,79
S03931,U0868,T05,2023-08-17,158
S03932,U1046,T08,2025-09-02,40
S03933,U2228,T06,2024-11-14,84
S03934,U0355,T04,2025-07-31,180
S03935,U0267,T07,2023-07-12,144
S03936,U1941,T10,2023-05-17,118
S03937,U0613,T02,2023-03-27,138
S03938,U1720,T09,2024-04-18,163
S03939,U0740,T09,2025-11-26,125
S03940,U0669,T08,2023-08-12,72
S03941,U1599,T02,2023-07-30,109
S03942,U0288,T10,2024-12-14,55
S03943,U1784,T08,2026-04-08,162
S03944,U1030,T08,2023-04-16,124
S03945,U1353,T01,2025-04-17,54
S03946,U1416,T09,2024-10-16,64
S03947,U1224,T07,2026-01-12,159
S03948,U1723,T03,2026-01-01,5
S03949,U0653,T01,2026-03-26,19
S03950,U0776,T10,2023-10-31,84
S03951,U1100,T09,2023-03-20,18
S03952,U1138,T10,2023-06-22,148
S03953,U0240,T06,2024-02-14,173
S03954,U0297,T08,2023-04-16,89
S03955,U1098,T10,2025-11-19,180
S03956,U0478,T08,2024-10-13,52
S03957,U0910,T04,2023-06-09,137
S03958,U0920,T04,2023-08-03,43
S03959,U2022,T04,2024-05-15,100
S03960,U0322,T08,2023-07-30,42
S03961,U2434,T03,2024-11-03,154
S03962,U1788,T02,2023-07-09,127
S03963,U1898,T07,2023-07-19,115
S03964,U2126,T08,2023-06-21,67
S03965,U1468,T02,2025-05-23,124
S03966,U0552,T03,2025-10-31,160
S03967,U0513,T04,2025-03-28,127
S03968,U1651,T07,2025-03-11,96
S03969,U0735,T08,2023-03-03,38
S03970,U0015,T08,2024-03-17,155
S03971,U1524,T10,2025-06-10,175
S03972,U1929,T04,2023-04-08,169
S03973,U0560,T03,2025-12-14,13
S03974,U0146,T07,2023-11-20,22
S03975,U0966,T10,2023-08-08,68
S03976,U2386,T04,2024-09-13,66
S03977,U0308,T10,2025-01-03,120
S03978,U1190,T03,2023-03-30,100
S03979,U1308,T07,2025-01-08,53
S03980,U0012,T02,2026-04-07,113
S03981,U1914,T09,2024-01-26,92
S03982,U2495,T08,2023-04-01,41
S03983,U0990,T01,2023-09-22,168
S03984,U0169,T03,2024-02-20,123
S03985,U0083,T10,2023-11-10,103
S03986,U0035,T05,2023-06-01,32
S03987,U1126,T02,2026-02-19,89
S03988,U1719,T02,2026-04-14,106
S03989,U1882,T03,2023-01-11,95
S03990,U1708,T06,2023-07-20,157
S03991,U0808,T09,2025-05-26,70
S03992,U0136,T04,2023-10-27,6
S03993,U1672,T07,2024-12-10,138
S03994,U0946,T08,2024-06-06,59
S03995,U0304,T10,2025-05-07,88
S03996,U2131,T10,2023-12-25,39
S03997,U0594,T09,2025-04-08,154
S03998,U1611,T01,2023-02-19,98
S03999,U2045,T07,2023-11-18,179
S04000,U2100,T05,2025-04-23,84
S04001,U0548,T09,2023-11-15,38
S04002,U0245,T06,2024-12-04,25
S04003,U0266,T08,2023-01-21,43
S04004,U1145,T06,2026-03-26,96
S04005,U0109,T02,2025-04-10,7
S04006,U0409,T05,2024-09-14,78
S04007,U0719,T02,2023-01-26,65
S04008,U0497,T01,2023-09-23,145
S04009,U2022,T04,2025-10-05,103
S04010,U0373,T10,2025-12-24,7
S04011,U2451,T10,2024-03-31,147
S04012,U0497,T02,2023-02-06,94
S04013,U1271,T10,2023-08-03,90
S04014,U2374,T10,2024-11-08,46
S04015,U1543,T02,2025-02-05,132
S04016,U2397,T07,2024-10-12,118
S04017,U0695,T08,2025-12-28,57
S04018,U0599,T02,2024-11-24,176
S04019,U1764,T02,2025-04-14,55
S04020,U1600,T05,2025-10-22,29
S04021,U0766,T08,2024-05-22,158
S04022,U0549,T03,2024-09-28,44
S04023,U1558,T02,2023-06-04,64
S04024,U1030,T04,2023-08-29,159
S04025,U0933,T07,2026-02-09,6
S04026,U1989,T10,2024-06-04,100
S04027,U0060,T03,2023-03-26,179
S04028,U1875,T01,2025-02-23,79
S04029,U0595,T06,2025-06-06,32
S04030,U0603,T08,2025-04-19,31
S04031,U0274,T06,2026-03-04,180
S04032,U0390,T05,2023-10-22,19
S04033,U0565,T03,2025-07-19,18
S04034,U2265,T03,2026-01-11,17
S04035,U2279,T09,2026-03-24,171
S04036,U1154,T07,2024-09-20,116
S04037,U0338,T01,2025-08-19,77
S04038,U1671,T05,2024-04-13,7
S04039,U0574,T01,2023-09-24,171
S04040,U1692,T05,2023-08-21,128
S04041,U1457,T05,2023-09-25,177
S04042,U0205,T09,2026-01-31,150
S04043,U1044,T07,2023-05-08,142
S04044,U1504,T04,2025-03-16,158
S04045,U1869,T09,2023-02-13,147
S04046,U1977,T09,2023-10-31,140
S04047,U2484,T10,2024-02-23,73
S04048,U2138,T10,2023-03-05,38
S04049,U0143,T04,2024-09-11,118
S04050,U1036,T10,2025-11-08,73
S04051,U0217,T07,2025-02-07,118
S04052,U1223,T09,2024-10-31,143
S04053,U2131,T09,2026-02-10,112
S04054,U0569,T04,2023-05-01,132
S04055,U1630,T04,2023-06-20,117
S04056,U2096,T05,2026-01-28,175
S04057,U1116,T07,2025-10-23,11
S04058,U0602,T08,2024-03-28,140
S04059,U1874,T08,2024-12-01,161
S04060,U0807,T04,2025-03-21,41
S04061,U0430,T08,2024-07-01,68
S04062,U0839,T10,2024-08-20,178
S04063,U2487,T07,2024-08-22,120
S04064,U1819,T07,2025-05-23,59
S04065,U0606,T07,2025-04-03,121
S04066,U2224,T02,2026-01-14,142
S04067,U1339,T02,2024-11-01,116
S04068,U2448,T06,2023-10-21,147
S04069,U1651,T06,2023-12-14,46
S04070,U0839,T06,2024-08-28,61
S04071,U1414,T09,2024-03-14,64
S04072,U1714,T02,2024-07-19,23
S04073,U0525,T08,2023-12-16,151
S04074,U2253,T06,2023-06-27,32
S04075,U1862,T09,2025-10-31,42
S04076,U1571,T04,2023-03-23,162
S04077,U0687,T01,2025-11-12,132
S04078,U0569,T10,2023-01-13,39
S04079,U2262,T01,2026-03-11,30
S04080,U1300,T04,2024-08-03,78
S04081,U0057,T09,2023-06-11,74
S04082,U0895,T02,2023-06-10,128
S04083,U0149,T06,2024-09-25,61
S04084,U2012,T03,2025-07-06,20
S04085,U1052,T01,2023-07-01,83
S04086,U1904,T09,2023-11-25,101
S04087,U1554,T01,2023-10-10,92
S04088,U0510,T05,2023-12-27,45
S04089,U0705,T02,2025-06-05,24
S04090,U2143,T08,2024-10-05,38
S04091,U1359,T09,2026-04-03,14
S04092,U1220,T04,2023-11-14,50
S04093,U1524,T07,2024-01-15,175
S04094,U0791,T01,2025-07-13,165
S04095,U1576,T07,2025-12-12,72
S04096,U1803,T03,2025-09-26,36
S04097,U0292,T07,2025-12-05,78
S04098,U0304,T07,2024-07-30,6
S04099,U1438,T05,2024-03-23,52
S04100,U0557,T05,2024-05-16,116
S04101,U0608,T02,2024-01-01,104
S04102,U0835,T06,2023-02-24,168
S04103,U0284,T07,2024-02-04,132
S04104,U0116,T01,2024-12-05,142
S04105,U0224,T04,2023-10-21,21
S04106,U0987,T10,2023-08-18,86
S04107,U0742,T07,2023-11-16,92
S04108,U1753,T08,2024-09-08,146
S04109,U0636,T05,2023-09-27,156
S04110,U2083,T07,2024-12-13,68
S04111,U1770,T06,2023-04-11,49
S04112,U1294,T06,2026-03-02,91
S04113,U0278,T10,2025-02-03,25
S04114,U0657,T04,2023-05-29,76
S04115,U1829,T01,2023-03-03,106
S04116,U0747,T01,2025-10-01,83
S04117,U1475,T09,2025-05-17,101
S04118,U0056,T10,2023-12-23,77
S04119,U0742,T08,2025-04-22,124
S04120,U1990,T02,2025-12-17,55
S04121,U0474,T09,2024-09-29,47
S04122,U2318,T07,2025-03-30,114
S04123,U2150,T09,2025-11-12,159
S04124,U0998,T10,2024-10-16,59
S04125,U0270,T03,2024-02-20,97
S04126,U0399,T04,2026-04-03,137
S04127,U0654,T03,2025-02-18,70
S04128,U0879,T10,2025-06-03,107
S04129,U1754,T10,2025-05-21,62
S04130,U1514,T08,2023-08-12,144
S04131,U2474,T07,2025-10-18,50
S04132,U0170,T02,2025-11-18,160
S04133,U2249,T02,2023-01-13,169
S04134,U2037,T06,2023-06-04,31
S04135,U1786,T04,2023-07-02,19
S04136,U2123,T01,2023-08-02,14
S04137,U0577,T06,2025-05-28,135
S04138,U0212,T04,2023-04-25,136
S04139,U1032,T08,2025-02-01,157
S04140,U1663,T07,2024-05-09,144
S04141,U0488,T10,2023-03-18,87
S04142,U0718,T01,2026-03-15,124
S04143,U0701,T02,2023-09-13,171
S04144,U1715,T07,2024-12-31,117
S04145,U0638,T06,2024-03-24,153
S04146,U2057,T05,2025-06-21,158
S04147,U1695,T07,2025-01-30,150
S04148,U0753,T05,2023-10-14,141
S04149,U1372,T04,2023-06-30,34
S04150,U0446,T04,2023-12-30,156
S04151,U1354,T07,2025-07-03,30
S04152,U1927,T03,2024-06-29,124
S04153,U1594,T10,2026-01-03,75
S04154,U2058,T07,2025-05-26,33
S04155,U2039,T10,2023-03-23,139
S04156,U1765,T04,2026-03-15,98
S04157,U2384,T04,2025-05-19,173
S04158,U0618,T08,2026-03-02,63
S04159,U1668,T06,2026-04-14,180
S04160,U2471,T08,2026-01-25,121
S04161,U1028,T02,2023-12-15,47
S04162,U2495,T04,2025-09-13,131
S04163,U1936,T09,2024-03-01,157
S04164,U1634,T03,2023-10-01,69
S04165,U0121,T08,2026-03-24,115
S04166,U2206,T10,2023-10-19,88
S04167,U0032,T03,2025-03-30,106
S04168,U2290,T09,2025-10-11,155
S04169,U1066,T02,2024-02-25,7
S04170,U0288,T10,2025-03-10,136
S04171,U2372,T10,2023-09-13,69
S04172,U1618,T10,2026-01-01,108
S04173,U0876,T10,2025-12-26,83
S04174,U0711,T09,2024-07-05,53
S04175,U2063,T03,2025-09-17,20
S04176,U1192,T03,2023-08-24,72
S04177,U0221,T08,2026-02-12,125
S04178,U0238,T02,2025-01-06,144
S04179,U0631,T10,2025-08-01,23
S04180,U1042,T07,2026-02-03,78
S04181,U0005,T06,2023-10-17,116
S04182,U2300,T01,2026-01-14,88
S04183,U2148,T02,2025-09-22,52
S04184,U1174,T09,2025-03-22,123
S04185,U0433,T06,2023-04-15,99
S04186,U0413,T02,2024-06-05,15
S04187,U1815,T10,2024-09-29,42
S04188,U0096,T01,2024-12-11,171
S04189,U0356,T03,2024-02-02,62
S04190,U0287,T03,2024-07-27,85
S04191,U1307,T06,2024-07-07,74
S04192,U2262,T04,2023-06-01,61
S04193,U1263,T10,2023-02-13,170
S04194,U0762,T10,2023-09-09,29
S04195,U1472,T03,2025-04-21,138
S04196,U1989,T02,2025-09-12,166
S04197,U0018,T05,2023-06-12,27
S04198,U1717,T08,2026-04-02,39
S04199,U1425,T05,2024-11-08,69
S04200,U0977,T02,2024-04-01,120
S04201,U0408,T09,2024-01-07,6
S04202,U2134,T08,2023-03-09,74
S04203,U2183,T03,2025-01-20,133
S04204,U0185,T09,2025-04-08,115
S04205,U0793,T05,2024-01-23,108
S04206,U1011,T08,2023-04-11,155
S04207,U1204,T04,2025-09-21,178
S04208,U2439,T07,2024-01-08,116
S04209,U2258,T08,2024-10-16,33
S04210,U0342,T06,2024-10-16,46
S04211,U2207,T06,2024-07-04,34
S04212,U0194,T09,2025-10-29,78
S04213,U0681,T07,2023-07-04,146
S04214,U1443,T06,2025-05-31,47
S04215,U1169,T07,2023-03-31,123
S04216,U1222,T03,2023-09-23,154
S04217,U0591,T07,2024-11-27,29
S04218,U1723,T03,2026-04-02,10
S04219,U2331,T04,2023-10-18,139
S04220,U1138,T06,2026-01-16,138
S04221,U1971,T09,2026-02-13,83
S04222,U0574,T04,2023-05-26,49
S04223,U0405,T07,2023-05-22,147
S04224,U0315,T08,2024-03-15,131
S04225,U2033,T01,2024-06-18,33
S04226,U0205,T04,2024-10-30,143
S04227,U1469,T10,2023-05-06,146
S04228,U1957,T06,2023-09-20,72
S04229,U1237,T10,2024-12-16,5
S04230,U2219,T01,2023-12-19,180
S04231,U1569,T01,2025-07-25,89
S04232,U1230,T04,2024-12-11,157
S04233,U0227,T10,2024-03-25,81
S04234,U0361,T03,2024-02-20,14
S04235,U0350,T03,2026-01-31,58
S04236,U0629,T07,2024-03-20,144
S04237,U1600,T01,2025-07-18,141
S04238,U0876,T09,2025-10-28,143
S04239,U2023,T09,2024-01-04,81
S04240,U1519,T05,2024-11-08,40
S04241,U1373,T04,2025-07-25,21
S04242,U2102,T07,2025-07-03,15
S04243,U0360,T10,2024-12-01,47
S04244,U0518,T10,2023-08-19,65
S04245,U2108,T05,2024-10-14,147
S04246,U0816,T06,2023-03-14,145
S04247,U1872,T07,2026-01-15,25
S04248,U2155,T08,2025-03-08,14
S04249,U0652,T08,2026-03-06,135
S04250,U0743,T06,2025-11-05,21
S04251,U0750,T03,2024-05-20,124
S04252,U1992,T09,2023-12-10,136
S04253,U2248,T08,2023-05-19,100
S04254,U2157,T05,2023-04-06,75
S04255,U2239,T06,2024-06-13,74
S04256,U1045,T06,2023-05-15,158
S04257,U1791,T02,2024-02-22,33
S04258,U0811,T09,2023-02-10,29
S04259,U0953,T04,2025-12-09,73
S04260,U1947,T05,2024-10-04,37
S04261,U0441,T04,2024-06-26,79
S04262,U2367,T03,2023-06-03,69
S04263,U0943,T03,2023-01-21,5
S04264,U1610,T05,2024-04-26,38
S04265,U1910,T04,2023-08-11,16
S04266,U0603,T06,2025-04-26,176
S04267,U2410,T07,2023-08-12,111
S04268,U0310,T09,2023-01-17,60
S04269,U1761,T04,2026-02-26,156
S04270,U1200,T04,2026-02-11,170
S04271,U1117,T02,2026-02-15,119
S04272,U0313,T03,2024-01-07,125
S04273,U1434,T07,2025-11-05,82
S04274,U2297,T02,2024-10-10,14
S04275,U1319,T03,2024-06-08,60
S04276,U1909,T07,2023-10-10,91
S04277,U0288,T01,2024-09-25,35
S04278,U0969,T08,2025-11-14,114
S04279,U0389,T06,2024-04-19,7
S04280,U1950,T05,2024-06-07,51
S04281,U0974,T02,2025-11-09,169
S04282,U2031,T01,2026-01-29,159
S04283,U0371,T02,2025-09-07,43
S04284,U0801,T09,2025-06-14,176
S04285,U0439,T09,2025-04-23,87
S04286,U0176,T06,2024-12-04,35
S04287,U0065,T04,2023-12-11,14
S04288,U1034,T06,2025-02-06,105
S04289,U1678,T10,2026-03-22,80
S04290,U0011,T09,2023-11-09,110
S04291,U0134,T07,2023-11-20,138
S04292,U0211,T02,2023-07-08,44
S04293,U0487,T06,2025-12-14,147
S04294,U1017,T04,2023-10-31,51
S04295,U0650,T08,2023-12-18,144
S04296,U1011,T05,2024-09-19,138
S04297,U1976,T06,2023-12-08,120
S04298,U1092,T01,2024-12-16,133
S04299,U2436,T02,2023-04-13,158
S04300,U1340,T03,2025-06-23,48
S04301,U2106,T06,2024-04-12,155
S04302,U1294,T04,2025-05-06,159
S04303,U2234,T06,2024-10-14,36
S04304,U0468,T02,2026-02-13,140
S04305,U0789,T07,2023-03-26,114
S04306,U0360,T03,2024-05-01,113
S04307,U0534,T09,2023-10-28,170
S04308,U1875,T03,2023-11-10,62
S04309,U2222,T03,2025-03-18,66
S04310,U2315,T09,2024-01-25,13
S04311,U1797,T06,2023-01-29,177
S04312,U0133,T02,2023-04-15,124
S04313,U0893,T05,2023-03-15,174
S04314,U2172,T09,2023-01-17,153
S04315,U0557,T10,2025-01-14,39
S04316,U1998,T03,2023-08-05,8
S04317,U0565,T09,2025-02-24,88
S04318,U0924,T10,2023-04-28,160
S04319,U0010,T01,2025-02-12,120
S04320,U1190,T02,2024-05-04,125
S04321,U1267,T08,2025-08-31,11
S04322,U1667,T05,2024-05-06,123
S04323,U0436,T04,2024-02-14,161
S04324,U0768,T03,2026-01-29,160
S04325,U0145,T09,2025-11-18,13
S04326,U1665,T08,2024-08-20,108
S04327,U2391,T05,2024-10-16,38
S04328,U0084,T04,2025-09-12,146
S04329,U0813,T03,2024-11-13,171
S04330,U0674,T05,2025-03-01,108
S04331,U1306,T02,2025-10-16,59
S04332,U1867,T06,2026-04-08,131
S04333,U1595,T03,2023-11-04,85
S04334,U2349,T02,2023-03-01,180
S04335,U1810,T07,2025-12-24,19
S04336,U2363,T05,2025-02-16,156
S04337,U0611,T09,2025-01-23,170
S04338,U0573,T04,2024-09-07,171
S04339,U2455,T08,2026-01-21,164
S04340,U1832,T03,2025-03-29,135
S04341,U2092,T06,2023-02-26,92
S04342,U1327,T09,2024-04-14,93
S04343,U1149,T06,2024-08-23,44
S04344,U0668,T02,2025-08-17,180
S04345,U0768,T10,2024-05-19,107
S04346,U2401,T03,2023-02-14,137
S04347,U0930,T08,2023-07-08,65
S04348,U0331,T08,2023-04-07,34
S04349,U0429,T08,2025-07-31,169
S04350,U2215,T06,2024-09-05,160
S04351,U0254,T01,2026-02-17,20
S04352,U2436,T04,2025-08-08,179
S04353,U0132,T04,2024-12-26,79
S04354,U2366,T03,2025-09-15,134
S04355,U1541,T03,2023-07-23,163
S04356,U2019,T07,2024-12-03,50
S04357,U2103,T02,2024-06-24,133
S04358,U0464,T05,2023-08-18,70
S04359,U1966,T02,2024-01-22,158
S04360,U1593,T09,2023-04-19,18
S04361,U1796,T06,2024-07-29,24
S04362,U1239,T05,2024-02-27,88
S04363,U1489,T05,2025-03-10,91
S04364,U2199,T06,2025-08-30,94
S04365,U1895,T07,2025-11-12,52
S04366,U2475,T04,2024-04-26,76
S04367,U1192,T10,2025-08-06,42
S04368,U1028,T06,2025-12-20,145
S04369,U0383,T03,2023-10-25,55
S04370,U1107,T07,2025-09-14,54
S04371,U1797,T04,2025-08-13,73
S04372,U1958,T06,2024-06-17,30
S04373,U1853,T06,2024-10-08,140
S04374,U1488,T01,2023-05-14,162
S04375,U2178,T06,2025-06-15,85
S04376,U1943,T01,2026-01-12,88
S04377,U1742,T04,2025-03-10,57
S04378,U1503,T09,2023-05-04,93
S04379,U1096,T06,2023-11-24,7
S04380,U2416,T05,2025-11-17,106
S04381,U1297,T01,2026-03-18,37
S04382,U1607,T01,2024-09-14,39
S04383,U1600,T07,2025-06-24,43
S04384,U1333,T07,2025-12-21,69
S04385,U1662,T02,2026-02-07,166
S04386,U1099,T07,2024-09-08,5
S04387,U0310,T08,2023-12-27,29
S04388,U2389,T03,2024-10-06,51
S04389,U2216,T09,2023-11-20,150
S04390,U1025,T10,2023-04-19,169
S04391,U1530,T05,2026-02-28,172
S04392,U2440,T05,2023-07-01,115
S04393,U1089,T02,2023-09-27,86
S04394,U1825,T10,2023-09-30,61
S04395,U0442,T07,2025-05-24,158
S04396,U0217,T05,2025-11-29,126
S04397,U0553,T01,2024-09-09,103
S04398,U2472,T01,2025-10-17,171
S04399,U1866,T01,2026-02-14,102
S04400,U2109,T09,2024-10-20,180
S04401,U0647,T10,2025-12-05,119
S04402,U1316,T09,2025-12-25,146
S04403,U1736,T08,2025-12-22,80
S04404,U0517,T01,2024-01-06,131
S04405,U1231,T03,2023-05-05,22
S04406,U0191,T07,2024-03-31,121
S04407,U1609,T05,2023-06-11,162
S04408,U0434,T10,2024-10-31,100
S04409,U1586,T01,2023-03-07,58
S04410,U0714,T09,2023-11-05,143
S04411,U0629,T01,2023-02-26,77
S04412,U0873,T03,2023-09-05,20
S04413,U0893,T03,2024-10-19,142
S04414,U1446,T08,2023-10-07,162
S04415,U2097,T01,2026-01-02,9
S04416,U2184,T10,2024-04-19,159
S04417,U0500,T09,2024-08-04,127
S04418,U0094,T09,2026-02-13,67
S04419,U0538,T09,2024-12-23,164
S04420,U1950,T09,2023-04-28,41
S04421,U0478,T01,2024-12-03,14
S04422,U2355,T09,2024-12-15,44
S04423,U0118,T01,2026-01-12,43
S04424,U0613,T02,2023-07-07,38
S04425,U0654,T09,2025-02-08,95
S04426,U1368,T03,2023-03-02,112
S04427,U1960,T07,2023-09-05,51
S04428,U0707,T10,2023-07-09,22
S04429,U0842,T05,2026-04-06,144
S04430,U0423,T08,2023-07-16,126
S04431,U1949,T10,2023-06-04,52
S04432,U0523,T05,2025-06-17,65
S04433,U1659,T09,2024-04-12,131
S04434,U2453,T01,2023-02-21,86
S04435,U1001,T05,2023-05-27,153
S04436,U1589,T02,2024-10-25,153
S04437,U0859,T02,2023-07-11,25
S04438,U0988,T10,2025-11-07,166
S04439,U0482,T10,2025-08-04,151
S04440,U0758,T09,2025-02-27,172
S04441,U0542,T02,2024-05-21,132
S04442,U1529,T08,2025-07-16,91
S04443,U1507,T05,2026-01-08,35
S04444,U1405,T07,2023-11-20,45
S04445,U1561,T06,2025-03-10,78
S04446,U1740,T10,2024-02-15,82
S04447,U0027,T05,2024-03-13,80
S04448,U1606,T09,2023-01-06,110
S04449,U0498,T07,2024-07-23,143
S04450,U0555,T09,2024-08-11,105
S04451,U0091,T03,2024-09-23,137
S04452,U0218,T06,2024-08-21,97
S04453,U2219,T10,2024-03-11,24
S04454,U1815,T09,2023-06-06,7
S04455,U0342,T03,2026-01-13,81
S04456,U1050,T07,2025-04-03,43
S04457,U0273,T02,2026-03-03,115
S04458,U0223,T10,2026-01-01,86
S04459,U1019,T02,2023-05-21,79
S04460,U1405,T03,2026-02-03,93
S04461,U1049,T03,2025-05-09,60
S04462,U0547,T04,2024-07-23,32
S04463,U2021,T03,2024-01-31,43
S04464,U1731,T09,2024-03-25,35
S04465,U0814,T03,2024-03-07,93
S04466,U0953,T02,2024-10-01,62
S04467,U0533,T04,2024-05-01,74
S04468,U0361,T05,2023-11-30,79
S04469,U0151,T04,2024-04-24,72
S04470,U2197,T02,2024-08-01,27
S04471,U2207,T03,2026-03-14,104
S04472,U0656,T02,2025-08-13,76
S04473,U0704,T02,2023-04-04,52
S04474,U1048,T03,2024-03-09,152
S04475,U2496,T06,2026-02-17,157
S04476,U0296,T07,2025-12-13,148
S04477,U1946,T10,2026-02-20,81
S04478,U1735,T05,2025-04-21,126
S04479,U1279,T10,2025-12-05,79
S04480,U0634,T04,2025-01-29,75
S04481,U2037,T07,2026-02-26,165
S04482,U2059,T07,2023-01-23,142
S04483,U1575,T09,2026-02-01,132
S04484,U0825,T08,2024-10-11,9
S04485,U1905,T01,2025-05-06,8
S04486,U1517,T07,2024-09-27,92
S04487,U1561,T07,2025-09-01,56
S04488,U0596,T05,2025-02-23,147
S04489,U1702,T01,2026-01-31,52
S04490,U2098,T01,2023-01-26,35
S04491,U2340,T04,2025-03-31,101
