prompt_id,session_id,category,tokens
P07036,S07205,Research,583
P07037,S00560,Research,652
P07038,S00972,Learning,345
P07039,S00306,Business,555
P07040,S02565,Learning,475
P07041,S07186,Learning,181
P07042,S07224,Coding,497
P07043,S01620,Research,470
P07044,S03153,Business,302
P07045,S00400,Image Generation,549
P07046,S07054,Business,79
P07047,S04950,Learning,721
P07048,S02263,Business,548
P07049,S02350,Research,553
P07050,S00412,Writing,624
P07051,S06752,Learning,332
P07052,S06675,Business,460
P07053,S01569,Writing,674
P07054,S03436,Learning,446
P07055,S02261,Business,66
P07056,S03063,Learning,600
P07057,S00468,Image Generation,450
P07058,S06379,Writing,279
P07059,S00173,Business,137
P07060,S04890,Learning,166
P07061,S05005,Image Generation,791
P07062,S05234,Research,740
P07063,S04091,Learning,525
P07064,S07440,Coding,450
P07065,S06718,Research,365
P07066,S01350,Learning,658
P07067,S03890,Business,719
P07068,S04453,Business,69
P07069,S00350,Research,659
P07070,S03195,Business,471
P07071,S01199,Writing,327
P07072,S00275,Learning,675
P07073,S06483,Writing,422
P07074,S04869,Image Generation,51
P07075,S00883,Research,458
P07076,S02707,Learning,528
P07077,S06729,Image Generation,677
P07078,S03468,Learning,401
P07079,S01272,Business,506
P07080,S04549,Business,403
P07081,S05057,Business,156
P07082,S02009,Writing,542
P07083,S05963,Business,404
P07084,S03295,Learning,740
P07085,S06092,Research,204
P07086,S02150,Image Generation,529
P07087,S00926,Learning,454
P07088,S02545,Coding,535
P07089,S02925,Writing,570
P07090,S07295,Writing,199
P07091,S06332,Coding,352
P07092,S00967,Writing,92
P07093,S00237,Research,649
P07094,S04167,Learning,95
P07095,S04515,Business,722
P07096,S00181,Business,102
P07097,S02893,Image Generation,622
P07098,S05076,Learning,513
P07099,S04623,Learning,725
P07100,S04322,Writing,657
P07101,S04080,Learning,232
P07102,S06611,Research,52
P07103,S06860,Research,137
P07104,S06019,Learning,782
P07105,S04174,Learning,81
P07106,S04872,Image Generation,580
P07107,S02091,Image Generation,247
P07108,S01133,Image Generation,88
P07109,S04464,Writing,334
P07110,S02118,Image Generation,582
P07111,S00311,Image Generation,248
P07112,S00623,Learning,353
P07113,S02377,Research,512
P07114,S05032,Writing,128
P07115,S07458,Image Generation,785
P07116,S03404,Learning,703
P07117,S07219,Writing,52
P07118,S00931,Coding,508
P07119,S02348,Research,240
P07120,S05643,Learning,736
P07121,S01272,Image Generation,159
P07122,S04407,Business,783
P07123,S01453,Learning,368
P07124,S05410,Coding,487
P07125,S02666,Business,80
P07126,S05283,Research,671
P07127,S07407,Business,788
P07128,S06488,Coding,685
P07129,S03257,Business,146
P07130,S01873,Coding,555
P07131,S00634,Research,659
P07132,S00354,Research,613
P07133,S04974,Research,494
P07134,S05263,Business,611
P07135,S02286,Research,758
P07136,S06766,Learning,672
P07137,S05911,Business,291
P07138,S00861,Writing,566
P07139,S04708,Coding,643
P07140,S04095,Research,745
P07141,S05201,Writing,285
P07142,S02117,Writing,790
P07143,S04678,Coding,341
P07144,S04754,Writing,195
P07145,S04091,Writing,721
P07146,S01182,Business,227
P07147,S03863,Learning,724
P07148,S04903,Image Generation,293
P07149,S01480,Image Generation,726
P07150,S04491,Learning,435
P07151,S02338,Business,397
P07152,S07034,Coding,662
P07153,S07249,Business,263
P07154,S01643,Business,437
P07155,S05035,Business,163
P07156,S00664,Business,615
P07157,S00329,Learning,95
P07158,S04869,Writing,608
P07159,S02733,Learning,557
P07160,S01529,Research,408
P07161,S04174,Learning,336
P07162,S01869,Writing,200
P07163,S07094,Image Generation,415
P07164,S04375,Research,333
P07165,S05487,Research,298
P07166,S05610,Learning,279
P07167,S01610,Business,614
P07168,S03664,Business,344
P07169,S00838,Image Generation,714
P07170,S02009,Coding,353
P07171,S00100,Business,186
P07172,S04415,Learning,667
P07173,S06113,Research,588
P07174,S05294,Image Generation,486
P07175,S01105,Image Generation,51
P07176,S02229,Research,238
P07177,S06089,Image Generation,264
P07178,S05657,Learning,667
P07179,S00653,Research,254
P07180,S06511,Learning,493
P07181,S02777,Business,705
P07182,S00394,Research,64
P07183,S07359,Coding,95
P07184,S03499,Research,783
P07185,S06979,Learning,92
P07186,S01109,Coding,62
P07187,S02565,Coding,428
P07188,S03703,Business,157
P07189,S04541,Learning,253
P07190,S04810,Learning,188
P07191,S06826,Writing,503
P07192,S01959,Research,649
P07193,S01241,Learning,237
P07194,S02448,Coding,529
P07195,S06301,Learning,736
P07196,S02177,Research,538
P07197,S07375,Research,748
P07198,S01888,Image Generation,592
P07199,S02362,Coding,187
P07200,S05089,Business,525
P07201,S02993,Research,768
P07202,S04750,Coding,697
P07203,S05275,Coding,748
P07204,S02405,Research,610
P07205,S05693,Business,349
P07206,S03749,Image Generation,546
P07207,S00120,Image Generation,127
P07208,S03603,Coding,723
P07209,S05421,Business,120
P07210,S02388,Learning,534
P07211,S05668,Business,127
P07212,S02868,Writing,714
P07213,S00927,Coding,486
P07214,S02450,Writing,452
P07215,S05690,Research,436
P07216,S00571,Image Generation,251
P07217,S01680,Learning,365
P07218,S01707,Coding,725
P07219,S04800,Image Generation,645
P07220,S02426,Learning,344
P07221,S01740,Research,736
P07222,S04473,Coding,192
P07223,S06955,Learning,551
P07224,S04857,Coding,753
P07225,S02029,Coding,771
P07226,S03477,Learning,540
P07227,S05688,Image Generation,420
P07228,S07295,Coding,101
P07229,S06362,Business,597
P07230,S01548,Research,699
P07231,S00070,Writing,365
P07232,S06178,Coding,377
P07233,S00771,Research,475
P07234,S02891,Learning,454
P07235,S07092,Image Generation,544
P07236,S05017,Writing,326
P07237,S03967,Image Generation,653
P07238,S06964,Image Generation,712
P07239,S07201,Research,593
P07240,S02105,Learning,767
P07241,S05296,Coding,511
P07242,S00735,Learning,244
P07243,S01325,Research,701
P07244,S00825,Writing,390
P07245,S02519,Writing,150
P07246,S05869,Learning,723
P07247,S00557,Research,319
P07248,S05348,Learning,386
P07249,S03877,Image Generation,137
P07250,S02689,Coding,389
P07251,S01148,Research,407
P07252,S07191,Coding,311
P07253,S02837,Learning,629
P07254,S06123,Writing,558
P07255,S01853,Learning,372
P07256,S07439,Research,127
P07257,S02685,Coding,598
P07258,S01995,Research,77
P07259,S07477,Image Generation,521
P07260,S07385,Learning,119
P07261,S04835,Writing,664
P07262,S02019,Business,411
P07263,S06934,Learning,452
P07264,S04892,Image Generation,642
P07265,S00353,Image Generation,417
P07266,S06563,Research,159
P07267,S00414,Coding,613
P07268,S02037,Research,299
P07269,S00571,Image Generation,596
P07270,S02952,Coding,309
P07271,S05650,Writing,572
P07272,S02101,Research,313
P07273,S03939,Business,641
P07274,S01058,Image Generation,145
P07275,S05896,Research,438
P07276,S05691,Business,88
P07277,S01819,Learning,365
P07278,S03584,Learning,89
P07279,S07432,Coding,509
P07280,S04524,Writing,540
P07281,S01798,Learning,144
P07282,S04723,Learning,718
P07283,S00395,Writing,653
P07284,S00219,Learning,393
P07285,S04373,Writing,413
P07286,S06024,Business,374
P07287,S07469,Research,136
P07288,S00502,Business,175
P07289,S06599,Business,340
P07290,S02414,Business,169
P07291,S03132,Research,140
P07292,S00427,Business,576
P07293,S02171,Business,254
P07294,S01154,Business,721
P07295,S00747,Writing,189
P07296,S00452,Image Generation,111
P07297,S06154,Image Generation,82
P07298,S04741,Writing,605
P07299,S07480,Writing,376
P07300,S03945,Coding,764
P07301,S00373,Research,435
P07302,S06207,Business,89
P07303,S06724,Writing,159
P07304,S00473,Business,201
P07305,S02347,Image Generation,562
P07306,S05902,Writing,797
P07307,S03719,Writing,342
P07308,S06360,Learning,564
P07309,S03299,Image Generation,90
P07310,S06056,Writing,407
P07311,S02108,Writing,774
P07312,S03918,Business,257
P07313,S06024,Business,370
P07314,S02143,Coding,100
P07315,S05503,Research,408
P07316,S05525,Research,372
P07317,S00039,Business,124
P07318,S01002,Business,556
P07319,S03382,Research,664
P07320,S01803,Research,247
P07321,S01637,Business,262
P07322,S06524,Image Generation,353
P07323,S04679,Research,112
P07324,S04322,Image Generation,110
P07325,S05013,Image Generation,778
P07326,S05813,Business,577
P07327,S07152,Learning,564
P07328,S03003,Learning,736
P07329,S07186,Writing,129
P07330,S00242,Coding,469
P07331,S01392,Business,217
P07332,S00198,Business,537
P07333,S00243,Writing,548
P07334,S07093,Coding,759
P07335,S00627,Research,257
P07336,S00022,Image Generation,704
P07337,S05427,Business,243
P07338,S06957,Coding,692
P07339,S00866,Image Generation,204
P07340,S05566,Image Generation,587
P07341,S02961,Business,796
P07342,S04202,Writing,536
P07343,S00276,Image Generation,791
P07344,S03629,Image Generation,275
P07345,S07396,Research,217
P07346,S06714,Writing,635
P07347,S01610,Coding,229
P07348,S05103,Learning,359
P07349,S06910,Image Generation,522
P07350,S05384,Coding,532
P07351,S06491,Image Generation,635
P07352,S00968,Research,513
P07353,S00908,Business,782
P07354,S07333,Coding,66
P07355,S02341,Coding,270
P07356,S00400,Image Generation,306
P07357,S04855,Business,691
P07358,S01646,Learning,221
P07359,S04966,Image Generation,796
P07360,S05063,Coding,269
P07361,S06574,Business,579
P07362,S00638,Research,174
P07363,S01778,Learning,196
P07364,S06370,Coding,161
P07365,S03557,Image Generation,311
P07366,S02794,Coding,340
P07367,S05762,Coding,571
P07368,S07072,Image Generation,699
P07369,S06312,Research,613
P07370,S05309,Learning,308
P07371,S06585,Writing,308
P07372,S00598,Coding,465
P07373,S00547,Coding,655
P07374,S02686,Writing,586
P07375,S02796,Image Generation,281
P07376,S04498,Coding,123
P07377,S05229,Coding,578
P07378,S05545,Research,772
P07379,S02397,Learning,584
P07380,S05402,Research,223
P07381,S03662,Business,345
P07382,S07089,Image Generation,405
P07383,S00207,Business,399
P07384,S03392,Research,310
P07385,S03892,Research,240
P07386,S06725,Learning,257
P07387,S01986,Learning,151
P07388,S05803,Learning,647
P07389,S02497,Coding,647
P07390,S05136,Writing,53
P07391,S06231,Research,763
P07392,S07335,Image Generation,569
P07393,S05449,Learning,175
P07394,S02210,Coding,623
P07395,S02572,Coding,793
P07396,S00193,Learning,704
P07397,S06707,Research,359
P07398,S01315,Coding,55
P07399,S01897,Learning,311
P07400,S07466,Business,617
P07401,S03222,Business,311
P07402,S04866,Business,677
P07403,S04078,Coding,386
P07404,S02576,Image Generation,204
P07405,S06512,Image Generation,208
P07406,S01580,Image Generation,89
P07407,S06526,Writing,630
P07408,S00288,Business,485
P07409,S01497,Business,539
P07410,S06867,Coding,631
P07411,S04604,Research,412
P07412,S02376,Writing,391
P07413,S02262,Coding,529
P07414,S07148,Learning,280
P07415,S04211,Writing,679
P07416,S06794,Learning,379
P07417,S05238,Learning,494
P07418,S03960,Business,195
P07419,S04687,Research,750
P07420,S02680,Learning,274
P07421,S02394,Image Generation,661
P07422,S07481,Coding,642
P07423,S02941,Research,531
P07424,S07482,Learning,570
P07425,S00934,Research,249
P07426,S07378,Coding,86
P07427,S04916,Research,261
P07428,S01892,Coding,380
P07429,S06337,Business,785
P07430,S06527,Business,114
P07431,S01660,Business,596
P07432,S03783,Learning,300
P07433,S00699,Writing,110
P07434,S06351,Research,555
P07435,S03573,Business,123
P07436,S04004,Learning,147
P07437,S05070,Image Generation,743
P07438,S01824,Learning,316
P07439,S04574,Coding,315
P07440,S02053,Business,238
P07441,S01647,Coding,505
P07442,S01260,Coding,160
P07443,S05015,Learning,323
P07444,S00935,Learning,502
P07445,S03285,Coding,343
P07446,S06761,Coding,418
P07447,S06352,Image Generation,353
P07448,S02711,Writing,71
P07449,S04148,Coding,360
P07450,S02414,Research,672
P07451,S06560,Coding,245
P07452,S02454,Learning,132
P07453,S00740,Business,109
P07454,S06779,Business,168
P07455,S06111,Coding,769
P07456,S01655,Research,495
P07457,S04295,Learning,67
P07458,S00262,Coding,216
P07459,S03079,Learning,273
P07460,S02695,Learning,52
P07461,S02875,Writing,119
P07462,S07029,Coding,475
P07463,S01709,Learning,554
P07464,S03390,Image Generation,583
P07465,S07171,Research,498
P07466,S06248,Coding,159
P07467,S04968,Research,154
P07468,S05793,Learning,490
P07469,S03744,Image Generation,235
P07470,S02538,Business,710
P07471,S03960,Image Generation,795
P07472,S02388,Research,451
P07473,S05392,Writing,278
P07474,S00529,Writing,104
P07475,S00211,Writing,401
P07476,S01754,Image Generation,346
P07477,S01517,Research,289
P07478,S03069,Coding,388
P07479,S02171,Coding,800
P07480,S06836,Coding,378
P07481,S06255,Writing,741
P07482,S03504,Learning,249
P07483,S02445,Research,313
P07484,S03875,Coding,332
P07485,S05899,Writing,498
P07486,S05306,Image Generation,190
P07487,S04909,Learning,503
P07488,S01673,Image Generation,730
P07489,S05716,Business,343
P07490,S04219,Image Generation,556
P07491,S01931,Image Generation,251
P07492,S03377,Learning,411
P07493,S07487,Coding,102
P07494,S07459,Research,187
P07495,S06541,Writing,640
P07496,S02769,Coding,648
P07497,S00255,Research,164
P07498,S02110,Coding,290
P07499,S07193,Writing,555
P07500,S01485,Coding,729
P07501,S04437,Coding,388
P07502,S01621,Writing,350
P07503,S02912,Learning,294
P07504,S00026,Research,459
P07505,S01105,Learning,103
P07506,S01569,Image Generation,335
P07507,S05173,Image Generation,516
P07508,S05762,Writing,631
P07509,S02641,Writing,182
P07510,S05887,Learning,506
P07511,S03220,Business,635
P07512,S01399,Coding,121
P07513,S02574,Learning,415
P07514,S01949,Business,129
P07515,S06347,Image Generation,82
P07516,S00725,Writing,390
P07517,S06818,Coding,240
P07518,S01658,Image Generation,749
P07519,S07211,Learning,616
P07520,S01019,Image Generation,784
P07521,S07360,Image Generation,590
P07522,S01308,Business,506
P07523,S01380,Business,168
P07524,S06211,Writing,233
P07525,S04529,Image Generation,353
P07526,S03172,Research,450
P07527,S04549,Learning,383
P07528,S02702,Image Generation,264
P07529,S03084,Learning,338
P07530,S03444,Business,321
P07531,S01619,Coding,65
P07532,S04193,Image Generation,89
P07533,S05076,Research,433
P07534,S02869,Research,764
P07535,S05067,Learning,615
P07536,S07351,Business,272
P07537,S01964,Research,381
P07538,S00354,Learning,728
P07539,S00347,Research,549
P07540,S01196,Research,287
P07541,S05628,Business,475
P07542,S05366,Writing,412
P07543,S07336,Learning,192
P07544,S00205,Research,306
P07545,S00380,Research,641
P07546,S00938,Research,757
P07547,S04664,Coding,147
P07548,S01490,Image Generation,465
P07549,S05350,Learning,775
P07550,S04577,Coding,240
P07551,S00754,Learning,274
P07552,S01319,Image Generation,718
P07553,S01180,Learning,393
P07554,S01867,Research,753
P07555,S04694,Image Generation,438
P07556,S07443,Image Generation,135
P07557,S05906,Learning,264
P07558,S01867,Research,680
P07559,S01678,Writing,631
P07560,S04811,Image Generation,367
P07561,S02837,Research,408
P07562,S05772,Writing,59
P07563,S02443,Coding,103
P07564,S01249,Research,571
P07565,S02465,Business,639
P07566,S01005,Learning,650
P07567,S00073,Research,464
P07568,S01907,Research,533
P07569,S00381,Business,679
P07570,S06741,Coding,362
P07571,S00476,Coding,374
P07572,S00139,Business,594
P07573,S03505,Image Generation,435
P07574,S05289,Writing,261
P07575,S01035,Coding,770
P07576,S04390,Research,642
P07577,S01785,Business,202
P07578,S03720,Image Generation,778
P07579,S06152,Writing,509
P07580,S07012,Business,134
P07581,S05030,Business,784
P07582,S07378,Coding,136
P07583,S06984,Writing,706
P07584,S04751,Business,739
P07585,S03289,Coding,303
P07586,S02110,Business,190
P07587,S01908,Coding,341
P07588,S00608,Coding,688
P07589,S00305,Learning,440
P07590,S06464,Learning,91
P07591,S05578,Business,131
P07592,S02020,Image Generation,298
P07593,S05279,Research,292
P07594,S04369,Coding,274
P07595,S04526,Learning,334
P07596,S02020,Image Generation,549
P07597,S01396,Image Generation,470
P07598,S01707,Writing,486
P07599,S03126,Image Generation,182
P07600,S02779,Learning,289
P07601,S05982,Business,95
P07602,S05460,Writing,50
P07603,S02300,Business,418
P07604,S01912,Research,604
P07605,S00693,Writing,378
P07606,S02928,Business,704
P07607,S01549,Business,438
P07608,S01896,Research,545
P07609,S02807,Business,592
P07610,S00517,Business,800
P07611,S00575,Writing,589
P07612,S04580,Business,313
P07613,S04984,Image Generation,292
P07614,S03436,Research,157
P07615,S07012,Learning,191
P07616,S02029,Research,499
P07617,S00816,Business,688
P07618,S01092,Business,617
P07619,S04745,Writing,82
P07620,S06955,Learning,643
P07621,S00431,Writing,528
P07622,S02984,Business,724
P07623,S06941,Learning,237
P07624,S05914,Writing,781
P07625,S04517,Learning,337
P07626,S00792,Learning,535
P07627,S06940,Learning,688
P07628,S04947,Learning,592
P07629,S05682,Writing,347
P07630,S06644,Coding,757
P07631,S00402,Learning,602
P07632,S04283,Business,339
P07633,S04110,Research,774
P07634,S00469,Writing,159
P07635,S03294,Coding,245
P07636,S02578,Research,418
P07637,S01770,Writing,736
P07638,S02656,Business,469
P07639,S01782,Learning,78
P07640,S05287,Business,123
P07641,S03474,Learning,264
P07642,S03397,Writing,226
P07643,S03404,Image Generation,614
P07644,S04373,Business,776
P07645,S00564,Business,616
P07646,S00061,Coding,377
P07647,S02892,Writing,208
P07648,S04630,Coding,349
P07649,S05150,Writing,58
P07650,S04654,Research,482
P07651,S06239,Learning,669
P07652,S04396,Learning,677
P07653,S05672,Research,387
P07654,S02450,Learning,301
P07655,S03021,Coding,668
P07656,S04086,Research,237
P07657,S04059,Image Generation,439
P07658,S02275,Business,332
P07659,S01876,Research,186
P07660,S01755,Coding,379
P07661,S01619,Writing,672
P07662,S01148,Learning,163
P07663,S00042,Business,254
P07664,S03543,Research,456
P07665,S04531,Coding,512
P07666,S06314,Learning,394
P07667,S02695,Coding,765
P07668,S07150,Learning,497
P07669,S05324,Learning,223
P07670,S00025,Business,113
P07671,S04183,Writing,156
P07672,S01033,Business,494
P07673,S03909,Writing,422
P07674,S06766,Image Generation,575
P07675,S00800,Learning,594
P07676,S05445,Coding,654
P07677,S06451,Image Generation,264
P07678,S04597,Learning,491
P07679,S06107,Business,195
P07680,S03553,Learning,364
P07681,S07092,Learning,533
P07682,S02760,Learning,723
P07683,S02976,Coding,139
P07684,S00750,Coding,110
P07685,S00203,Research,484
P07686,S01919,Coding,358
P07687,S03384,Learning,742
P07688,S06895,Writing,322
P07689,S00982,Business,584
P07690,S01584,Writing,338
P07691,S06725,Learning,247
P07692,S05900,Image Generation,266
P07693,S07319,Research,287
P07694,S03392,Writing,229
P07695,S03803,Business,348
P07696,S06581,Learning,340
P07697,S04358,Research,422
P07698,S04627,Image Generation,685
P07699,S03283,Research,286
P07700,S00649,Writing,725
P07701,S01747,Research,375
P07702,S06293,Research,791
P07703,S06168,Business,636
P07704,S04647,Business,357
P07705,S02571,Coding,157
P07706,S01944,Coding,720
P07707,S03315,Writing,758
P07708,S00442,Learning,451
P07709,S07402,Research,230
P07710,S05048,Business,578
P07711,S07403,Image Generation,426
P07712,S00096,Coding,443
P07713,S00966,Image Generation,684
P07714,S07433,Learning,162
P07715,S02826,Coding,129
P07716,S00864,Business,771
P07717,S06453,Learning,711
P07718,S06567,Image Generation,480
P07719,S03134,Learning,631
P07720,S03491,Research,773
P07721,S04804,Business,604
P07722,S05123,Image Generation,346
P07723,S05803,Coding,708
P07724,S02348,Writing,285
P07725,S05093,Research,569
P07726,S01247,Coding,582
P07727,S04875,Business,767
P07728,S05554,Writing,82
P07729,S04946,Image Generation,663
P07730,S06022,Image Generation,216
P07731,S03722,Image Generation,742
P07732,S07015,Learning,691
P07733,S01254,Image Generation,316
P07734,S03043,Image Generation,467
P07735,S02557,Image Generation,133
P07736,S02324,Business,481
P07737,S04741,Coding,131
P07738,S01790,Business,275
P07739,S07499,Coding,156
P07740,S05207,Research,585
P07741,S01883,Research,583
P07742,S04763,Business,225
P07743,S05096,Image Generation,251
P07744,S06862,Business,525
P07745,S03403,Writing,436
P07746,S03290,Writing,473
P07747,S05974,Image Generation,419
P07748,S01300,Coding,686
P07749,S05043,Image Generation,749
P07750,S06918,Research,548
P07751,S04888,Learning,322
P07752,S00337,Writing,233
P07753,S00942,Learning,89
P07754,S06729,Business,778
P07755,S04118,Business,162
P07756,S04300,Image Generation,652
P07757,S06268,Image Generation,370
P07758,S04876,Coding,117
P07759,S05691,Coding,713
P07760,S00809,Writing,544
P07761,S00160,Writing,333
P07762,S03686,Research,328
P07763,S04869,Writing,788
P07764,S00200,Coding,180
P07765,S03402,Research,357
P07766,S01874,Image Generation,244
P07767,S05497,Business,412
P07768,S02148,Coding,449
P07769,S02652,Business,389
P07770,S07484,Image Generation,437
P07771,S05917,Business,118
P07772,S01379,Learning,359
P07773,S07001,Writing,213
P07774,S00914,Image Generation,528
P07775,S02329,Learning,757
P07776,S05975,Learning,449
P07777,S00905,Business,688
P07778,S02439,Writing,627
P07779,S07001,Learning,692
P07780,S01440,Writing,549
P07781,S03466,Learning,245
P07782,S03518,Research,658
P07783,S06156,Writing,656
P07784,S04981,Writing,81
P07785,S02969,Image Generation,259
P07786,S02897,Business,399
P07787,S00874,Business,727
P07788,S07379,Business,254
P07789,S06080,Writing,326
P07790,S02567,Research,263
P07791,S01219,Image Generation,548
P07792,S07187,Coding,205
P07793,S01592,Writing,123
P07794,S05752,Research,416
P07795,S06020,Business,458
P07796,S00077,Research,719
P07797,S02936,Research,750
P07798,S01241,Coding,632
P07799,S00267,Coding,468
P07800,S05833,Image Generation,296
P07801,S00169,Image Generation,741
P07802,S07038,Writing,674
P07803,S03093,Writing,279
P07804,S06724,Business,613
P07805,S03136,Learning,448
P07806,S03956,Image Generation,125
P07807,S05858,Learning,739
P07808,S03668,Coding,297
P07809,S07077,Image Generation,491
P07810,S00756,Business,522
P07811,S00710,Learning,286
P07812,S02419,Image Generation,287
P07813,S03566,Writing,490
P07814,S00138,Image Generation,539
P07815,S02619,Image Generation,710
P07816,S03399,Writing,407
P07817,S02530,Image Generation,85
P07818,S06713,Image Generation,425
P07819,S06888,Business,64
P07820,S06932,Coding,181
P07821,S07150,Learning,464
P07822,S02812,Image Generation,309
P07823,S06043,Learning,477
P07824,S06025,Image Generation,657
P07825,S01756,Learning,675
P07826,S06964,Research,286
P07827,S02665,Research,542
P07828,S02889,Learning,207
P07829,S03412,Business,553
P07830,S04201,Image Generation,127
P07831,S07364,Research,619
P07832,S05005,Business,209
P07833,S01516,Writing,280
P07834,S02528,Learning,100
P07835,S06049,Writing,307
P07836,S02156,Coding,639
P07837,S04262,Coding,67
P07838,S00900,Research,703
P07839,S04033,Business,325
P07840,S06300,Learning,516
P07841,S03289,Learning,633
P07842,S03761,Research,609
P07843,S04649,Image Generation,691
P07844,S00980,Learning,307
P07845,S02905,Business,557
P07846,S05217,Business,526
P07847,S05215,Coding,207
P07848,S05496,Research,625
P07849,S01643,Business,145
P07850,S07350,Business,718
P07851,S01567,Business,594
P07852,S00880,Business,788
P07853,S00545,Business,728
P07854,S02261,Coding,226
P07855,S05800,Coding,672
P07856,S02948,Research,754
P07857,S00444,Business,175
P07858,S00272,Business,181
P07859,S02716,Business,601
P07860,S02639,Learning,712
P07861,S02921,Research,173
P07862,S01401,Learning,249
P07863,S00737,Coding,479
P07864,S04079,Business,799
P07865,S03922,Research,239
P07866,S03131,Writing,510
P07867,S07062,Research,241
P07868,S03392,Research,536
P07869,S02267,Coding,575
P07870,S03334,Research,72
P07871,S04935,Writing,481
P07872,S06417,Learning,233
P07873,S01725,Coding,508
P07874,S03332,Writing,164
P07875,S00061,Writing,633
P07876,S03294,Writing,180
P07877,S01613,Coding,84
P07878,S00666,Learning,575
P07879,S05191,Business,514
P07880,S04393,Coding,632
P07881,S05521,Writing,201
P07882,S00461,Writing,613
P07883,S03252,Learning,358
P07884,S00669,Business,514
P07885,S03862,Research,54
P07886,S05945,Image Generation,278
P07887,S03795,Image Generation,351
P07888,S02539,Business,543
P07889,S05077,Image Generation,150
P07890,S05471,Research,769
P07891,S06861,Business,400
P07892,S02761,Learning,280
P07893,S00648,Image Generation,462
P07894,S07240,Learning,652
P07895,S02220,Research,236
P07896,S05830,Coding,788
P07897,S03923,Learning,514
P07898,S00532,Coding,291
P07899,S02871,Coding,114
P07900,S01511,Learning,220
P07901,S03532,Research,607
P07902,S05080,Writing,302
P07903,S02656,Learning,124
P07904,S01877,Research,758
P07905,S04596,Research,423
P07906,S05223,Coding,239
P07907,S02083,Coding,598
P07908,S03557,Image Generation,326
P07909,S07305,Coding,740
P07910,S06352,Coding,474
P07911,S06663,Research,430
P07912,S03059,Writing,396
P07913,S02697,Writing,765
P07914,S00774,Image Generation,724
P07915,S04569,Business,105
P07916,S03203,Research,549
P07917,S04236,Research,399
P07918,S04404,Coding,679
P07919,S06264,Learning,315
P07920,S03299,Writing,491
P07921,S04873,Research,70
P07922,S02943,Image Generation,215
P07923,S03989,Business,225
P07924,S02779,Writing,551
P07925,S05719,Writing,524
P07926,S02351,Writing,557
P07927,S07107,Coding,199
P07928,S00274,Learning,268
P07929,S01036,Image Generation,496
P07930,S04013,Coding,748
P07931,S06720,Image Generation,481
P07932,S01492,Business,106
P07933,S05324,Business,642
P07934,S03089,Coding,770
P07935,S06510,Research,333
P07936,S03071,Coding,642
P07937,S02061,Learning,645
P07938,S04609,Business,194
P07939,S05771,Business,467
P07940,S03432,Writing,115
P07941,S06263,Learning,494
P07942,S01837,Learning,406
P07943,S01440,Coding,444
P07944,S02849,Image Generation,594
P07945,S05117,Research,51
P07946,S00002,Learning,793
P07947,S03977,Learning,272
P07948,S01522,Coding,358
P07949,S03559,Business,275
P07950,S01313,Research,54
P07951,S00062,Research,782
P07952,S07007,Writing,576
P07953,S04388,Learning,283
P07954,S02002,Learning,472
P07955,S01187,Learning,557
P07956,S04123,Image Generation,263
P07957,S04570,Research,469
P07958,S04475,Writing,324
P07959,S05264,Coding,708
P07960,S07377,Image Generation,781
P07961,S02884,Image Generation,261
P07962,S01134,Writing,706
P07963,S05519,Business,353
P07964,S00840,Image Generation,137
P07965,S00746,Coding,783
P07966,S01087,Coding,788
P07967,S03213,Learning,398
P07968,S05611,Writing,291
P07969,S04804,Research,766
P07970,S02087,Image Generation,468
P07971,S00179,Business,213
P07972,S04129,Writing,661
P07973,S00007,Image Generation,267
P07974,S03929,Image Generation,531
P07975,S03153,Research,235
P07976,S05452,Research,77
P07977,S00022,Image Generation,322
P07978,S02724,Learning,329
P07979,S04535,Learning,780
P07980,S02302,Writing,777
P07981,S03969,Business,416
P07982,S04395,Coding,283
P07983,S02884,Coding,157
P07984,S04775,Learning,730
P07985,S07482,Image Generation,214
P07986,S07029,Learning,691
P07987,S01300,Learning,95
P07988,S03195,Image Generation,220
P07989,S02268,Research,75
P07990,S03946,Coding,627
P07991,S05616,Image Generation,117
P07992,S06523,Research,707
P07993,S05078,Coding,733
P07994,S05623,Coding,497
P07995,S04012,Learning,658
P07996,S01483,Image Generation,237
P07997,S05896,Business,555
P07998,S05802,Learning,318
P07999,S07256,Learning,522
P08000,S05975,Business,568
P08001,S03564,Learning,494
P08002,S05934,Research,280
P08003,S03929,Image Generation,792
P08004,S00199,Research,65
P08005,S03156,Image Generation,597
P08006,S04864,Image Generation,354
P08007,S04712,Writing,291
P08008,S01248,Coding,714
P08009,S07133,Coding,79
P08010,S02338,Research,546
P08011,S03379,Business,534
P08012,S06002,Research,433
P08013,S02714,Learning,196
P08014,S07132,Coding,618
P08015,S00143,Learning,323
P08016,S01337,Writing,542
P08017,S01184,Image Generation,480
P08018,S05625,Learning,532
P08019,S07193,Coding,112
P08020,S05746,Coding,459
P08021,S02296,Coding,667
P08022,S04116,Learning,307
P08023,S04130,Research,189
P08024,S04652,Business,503
P08025,S01456,Coding,477
P08026,S00717,Coding,468
P08027,S06461,Business,200
P08028,S01869,Coding,305
P08029,S05172,Writing,54
P08030,S02929,Image Generation,684
P08031,S04544,Writing,213
P08032,S03781,Learning,488
P08033,S00634,Coding,346
P08034,S04613,Writing,424
P08035,S00392,Research,294
